air_store_id,week_start,week_end,days_in_week,actual_weekly_visitors,predicted_weekly_visitors,predicted_weekly_visitors_rounded,average_daily_error,weekly_absolute_error,weekly_practical_accuracy_percent
air_36bcf77d3382d36e,2017-03-20,2017-03-26,7,229,244.04307819254845,243,9.797683386304211,15.04307819254845,93.43097022159456
air_36bcf77d3382d36e,2017-03-27,2017-04-02,7,192,227.52187075911272,228,7.439203594323879,35.521870759112716,81.49902564629546
air_36bcf77d3382d36e,2017-04-03,2017-04-09,7,230,224.20710898962687,224,6.728317246875712,5.7928910103731255,97.48135173462038
air_36bcf77d3382d36e,2017-04-10,2017-04-16,7,231,222.11914445433092,222,7.846575556967914,8.880855545669078,96.15547378975364
air_5c817ef28f236bdf,2017-03-20,2017-03-26,7,299,309.5037104967513,310,13.432415255650897,10.503710496751296,96.48705334556813
air_5c817ef28f236bdf,2017-03-27,2017-04-02,7,345,299.6186059276822,300,13.031591151902647,45.38139407231779,86.84597273266151
air_5c817ef28f236bdf,2017-04-03,2017-04-09,7,299,293.89628358955326,293,12.134372398207713,5.1037164104467365,98.29307143463319
air_5c817ef28f236bdf,2017-04-10,2017-04-16,7,296,298.2463863387652,299,8.896256891136463,2.2463863387652054,99.2410856963631
air_a083834e7ffe187e,2017-03-20,2017-03-26,7,218,210.24985481294115,209,2.585107155201129,7.750145187058848,96.44488752887209
air_a083834e7ffe187e,2017-04-03,2017-04-09,7,139,169.7838147442195,170,6.620175080961483,30.783814744219512,77.85337068761187
air_a083834e7ffe187e,2017-04-10,2017-04-16,7,143,178.62727483435665,179,5.605871107982797,35.627274834356655,75.08582179415619
