air_store_id,visit_date,visitors,predicted_visitors,predicted_visitors_rounded,absolute_error
air_36bcf77d3382d36e,2017-03-15,21,21.098430321527143,21,0.09843032152714315
air_36bcf77d3382d36e,2017-03-16,24,24.350704063186797,24,0.3507040631867966
air_36bcf77d3382d36e,2017-03-17,27,28.68319499908776,29,1.6831949990877604
air_36bcf77d3382d36e,2017-03-18,30,58.49321190476193,58,28.493211904761928
air_36bcf77d3382d36e,2017-03-19,41,53.889195238095205,54,12.889195238095205
air_36bcf77d3382d36e,2017-03-20,58,35.9506831172253,36,22.049316882774697
air_36bcf77d3382d36e,2017-03-21,15,24.44520573846916,24,9.44520573846916
air_36bcf77d3382d36e,2017-03-22,14,21.784090732217273,22,7.7840907322172725
air_36bcf77d3382d36e,2017-03-23,19,20.818857432475493,21,1.8188574324754931
air_36bcf77d3382d36e,2017-03-24,13,31.418896092796082,31,18.418896092796082
air_36bcf77d3382d36e,2017-03-25,62,57.278964126984185,57,4.721035873015815
air_36bcf77d3382d36e,2017-03-26,48,52.346380952380954,52,4.3463809523809545
air_36bcf77d3382d36e,2017-03-27,19,22.988892443333434,23,3.988892443333434
air_36bcf77d3382d36e,2017-03-28,20,21.60035539979311,22,1.6003553997931093
air_36bcf77d3382d36e,2017-03-29,22,22.96405955144331,23,0.9640595514433095
air_36bcf77d3382d36e,2017-03-30,13,22.443715327024876,22,9.443715327024876
air_36bcf77d3382d36e,2017-03-31,22,32.279673809523814,32,10.279673809523814
air_36bcf77d3382d36e,2017-04-01,36,53.52145142857139,54,17.52145142857139
air_36bcf77d3382d36e,2017-04-02,60,51.723722799422774,52,8.276277200577226
air_36bcf77d3382d36e,2017-04-03,17,24.28756742549339,24,7.287567425493389
air_36bcf77d3382d36e,2017-04-04,22,22.054443944483083,22,0.05444394448308287
air_36bcf77d3382d36e,2017-04-05,20,20.26289521883043,20,0.26289521883042966
air_36bcf77d3382d36e,2017-04-06,19,21.597680651023914,22,2.5976806510239143
air_36bcf77d3382d36e,2017-04-07,38,27.801596728151075,28,10.198403271848925
air_36bcf77d3382d36e,2017-04-08,47,57.45007761904762,57,10.450077619047619
air_36bcf77d3382d36e,2017-04-09,67,50.75284740259737,51,16.247152597402632
air_36bcf77d3382d36e,2017-04-10,19,23.18210741529939,23,4.182107415299392
air_36bcf77d3382d36e,2017-04-11,17,20.0385559296396,20,3.0385559296395996
